customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5981-EECFG,Female,1,No,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),31.97,319.72,No
5982-BIBCG,Female,0,No,No,0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),48.71,20.45,No
5983-JAGDE,Female,1,No,No,65,Yes,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,67.94,4463.05,No
5984-FBEDE,Male,0,Yes,Yes,16,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.95,1113.45,No
5985-FAAIA,Male,0,No,No,46,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.02,3956.39,No
5986-AHFHJ,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),24.7,582.77,No
5987-BBFHF,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),52.53,2562.24,No
5988-JFEDH,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),42.95,1201.59,No
5989-FFDJF,Male,1,No,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.1,4219.13,No
5990-BFGAC,Female,0,No,No,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,69.93,877.66,Yes
5991-JJDCD,Male,0,Yes,Yes,63,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,104.64,6582.91,No
5992-GCFBI,Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,105.76,2899.81,No
5993-AGJEF,Male,0,Yes,No,4,Yes,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.56,288.07,No
5994-HJGFH,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,98.17,812.4,Yes
5995-AFCGA,Female,0,Yes,Yes,13,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),59.19,810.23,No
5996-DGCJH,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,118.77,1040.92,No
5997-DJJEJ,Female,0,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),30.87,957.93,No
5998-ABICJ,Female,0,Yes,No,39,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),32.59,1289.2,No
5999-ACDEG,Female,0,Yes,No,5,Yes,No,No,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,47.91,252.76,No
6000-DIJBH,Male,1,Yes,Yes,16,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,28.62,490.76,No
6001-IDABC,Male,0,No,Yes,35,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),18.56,653.75,No
6002-DEFGJ,Male,0,No,Yes,69,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),51.33,3564.43,No
6003-IEJAG,Female,0,Yes,Yes,60,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,22.73,1330.8,No
6004-BBDFB,Male,0,Yes,Yes,48,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),77.4,3719.73,Yes
6005-GHCJC,Female,1,No,No,68,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),103.21,6969.3,Yes
6006-BJDJE,Female,0,No,No,70,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),36.59,2579.49,No
6007-JFACF,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.29,1870.73,No
6008-ICCIH,Male,0,Yes,No,50,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,42.66,2100.54,No
6009-FICFA,Female,1,Yes,Yes,41,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,72.02,2916.49,No
6010-DJJFC,Female,0,Yes,Yes,18,Yes,Yes,No,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),72.52,1302.72,No
6011-FBDHA,Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),23.26,1413.5,No
6012-FEAAE,Male,0,No,Yes,66,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),112.85,7442.38,Yes
6013-GGAJJ,Male,0,Yes,No,29,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),36.12,1026.52,Yes
6014-JBBJI,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),76.76,2803.94,No
6015-CIJJI,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.73,365.94,No
6016-FIDJB,Female,0,No,No,21,Yes,Yes,No,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,100.04,2085.7,No
6017-JGDEJ,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),56.43,555.02,No
6018-BDCGB,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,92.42,6553.96,No
6019-DIEFI,Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,96.98,2678.22,No
6020-HDFBG,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),34.85,213.75,Yes
6021-CGEJI,Female,0,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,86.64,2897.04,No
6022-BAJDI,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.55,4440.78,No
6023-AAJBE,Male,0,No,No,71,Yes,Yes,No,No,No,Yes,No,No,No,One year,Yes,Mailed check,115.41,8199.54,No
6024-DHCBG,Male,0,No,No,44,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,118.78,5197.67,No
6025-HGBGI,Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,89.45,2854.7,No
6026-EGFHI,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,75.5,321.1,No
6027-GGDGA,Female,0,No,Yes,61,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),50.39,3049.72,Yes
6028-CECBE,Male,0,No,Yes,36,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.79,1599.16,No
6029-JGJJJ,Female,0,No,No,16,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,66.87,1090.33,No
6030-DJHEF,Male,0,No,No,21,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,72.6,1534.28,No
6031-GADGA,Male,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,73.64,2283.46,No
6032-EGHEJ,Male,1,No,No,13,No,No,No,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),100.47,1342.93,No
6033-CCAHD,Female,0,No,No,19,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,104.0,1933.04,No
6034-JHFIE,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,54.07,1138.08,No
6035-IIDHB,Male,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,70.16,2054.61,No
6036-BABCF,Female,0,Yes,No,53,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,95.25,5025.86,No
6037-DFBGF,Female,0,Yes,Yes,32,Yes,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,106.93,3400.52,No
6038-BGDHC,Male,1,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),33.3,133.06,Yes
6039-BEIHB,Male,0,Yes,No,17,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),94.19,1585.32,Yes
6040-GADDC,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),111.77,6922.13,No
6041-AHAFG,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),43.59,1980.65,No
6042-EDFIH,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,67.87,394.51,No
6043-DDHBH,Male,0,Yes,No,28,Yes,No,No,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,18.3,465.15,No
6044-DIDEH,Male,0,Yes,No,56,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,101.89,5665.16,No
6045-IAJFA,Female,0,No,No,46,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,103.95,4782.27,No
6046-DBCJJ,Male,1,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,111.21,933.19,Yes
6047-CIAIB,Male,0,Yes,No,58,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,92.49,5342.96,Yes
6048-CBFDF,Female,0,No,Yes,70,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),52.57,3632.29,No
6049-DJIBC,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,36.45,2582.89,Yes
6050-JAGJD,Male,0,Yes,No,42,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,52.48,2231.34,No
6051-JDFHI,Male,0,Yes,No,58,No,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),41.21,2427.29,No
6052-BHJIG,Female,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),29.05,141.87,No
6053-FJFFI,Male,0,No,No,52,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,65.53,3365.13,Yes
6054-DFHBG,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),38.84,2411.7,Yes
6055-ABAHE,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),24.64,119.96,No
6056-GBFBH,Female,0,No,No,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.73,35.6,No
6057-ACIIF,Male,0,Yes,Yes,69,No,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,76.08,5260.19,No
6058-GFBCA,Male,1,Yes,No,30,Yes,Yes,No,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),69.81,2049.48,No
6059-FCBAJ,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),35.93,2256.18,No
6060-FCJCE,Female,0,No,No,68,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Mailed check,60.64,4091.83,No
6061-EHABE,Male,0,Yes,No,18,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.7,1630.48,No
6062-DBGDI,Male,0,No,No,68,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),91.47,6267.24,No
6063-GIGHJ,Female,0,No,Yes,68,Yes,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,79.34,5403.06,No
6064-BFHEJ,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),102.96,4975.88,No
6065-EEBAE,Male,0,Yes,No,30,Yes,Yes,No,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.96,2455.39,Yes
6066-JEFIF,Female,0,Yes,Yes,59,Yes,No,No,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,24.03,1393.98,No
6067-FFBBE,Female,0,Yes,No,70,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,96.53,6765.4,No
6068-IDFBG,Male,0,Yes,No,54,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,57.31,3115.48,No
6069-BBEBF,Female,0,No,No,37,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,40.52,1481.46,Yes
6070-EHJAF,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),21.56,700.99,No
6071-CGIGG,Male,0,No,No,5,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),51.05,218.19,No
6072-CBJBA,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,80.36,994.4,No
6073-IEHJD,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,105.01,1976.27,No
6074-GBCCJ,Male,1,No,No,36,Yes,Yes,No,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.91,1777.23,No
6075-HGIDC,Female,0,No,Yes,44,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,69.76,3092.39,No
6076-AJGHJ,Female,0,No,No,72,No,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,33.99,2475.73,No
6077-HGHJA,Female,0,Yes,No,58,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,63.96,3732.68,No
6078-JHBEC,Male,1,Yes,No,51,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),46.97,2378.73,No
6079-FEFEH,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,32.88,601.01,No
6080-ICACE,Male,0,No,No,24,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),67.99,1641.27,No
6081-GBJCE,Female,0,No,No,0,No,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),115.03,0.0,Yes
6082-BCAEE,Female,0,Yes,No,40,No,Yes,No,No,Yes,No,No,No,No,Two year,No,Mailed check,80.32,3197.46,Yes
6083-HGDCG,Female,0,Yes,No,17,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.23,1508.8,Yes
6084-JACJI,Male,0,Yes,No,0,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,40.51,0.0,No
6085-CFEAG,Female,0,No,No,38,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,61.65,2358.05,No
6086-FCGEG,Female,0,No,No,30,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,107.08,3193.86,No
6087-AIFJH,Male,0,No,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,61.96,4312.99,Yes
6088-JABCA,Male,1,No,No,37,Yes,No,No,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.44,1779.79,No
6089-CJAJA,Female,0,No,Yes,7,Yes,Yes,No,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),34.14,273.37,No
6090-HBAEG,Female,0,No,No,33,Yes,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,77.35,2529.73,No
6091-JJHAF,Female,0,Yes,No,72,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,25.23,1797.28,No
6092-IFDIC,Male,1,No,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,37.16,1015.56,No
6093-FFEIE,Male,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),38.63,1543.06,No
6094-JIBEC,Male,0,No,No,6,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,21.89,135.03,No
6095-FIBJE,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,27.56,810.25,Yes
6096-ACBGG,Female,0,No,No,72,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,61.24,4410.07,Yes
6097-EIDJG,Male,1,No,No,15,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,18.78,274.28,Yes
6098-GHEJF,Male,0,No,No,1,Yes,No,No,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),65.2,102.21,Yes
6099-BBFJE,Male,0,No,No,42,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.85,4909.99,Yes
6100-CBHBD,Female,0,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),64.44,1970.12,No
6101-BDEII,Female,1,No,Yes,46,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.72,4658.6,No
6102-BIFEB,Male,0,Yes,No,32,No,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),18.28,536.22,Yes
6103-EJEAI,Male,0,No,No,16,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),93.82,1548.42,Yes
6104-FIDJG,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,64.88,3395.96,No
6105-GFAID,Female,0,No,No,53,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,47.84,2489.02,No
6106-AFEGB,Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,18.39,900.51,No
6107-FDAEB,Female,1,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,77.89,3964.81,Yes
6108-FGFFC,Female,1,No,No,6,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,97.19,555.47,No
6109-BECDI,Female,1,No,Yes,53,No,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),35.34,1872.74,No
6110-EDJHH,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,98.25,1029.29,No
6111-JFAHB,Female,0,No,No,61,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,106.76,6517.91,No
6112-GHHDH,Male,1,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),94.93,2714.15,No
6113-EFHHE,Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,100.64,5677.03,Yes
6114-JIFBA,Male,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),85.88,3825.6,No
6115-FBAJI,Male,1,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,98.62,6800.53,No
6116-FIJGE,Male,0,No,Yes,65,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.42,6913.47,Yes
6117-GJJAF,Male,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),71.65,3891.92,No
6118-IICEH,Female,0,No,Yes,57,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,102.83,5879.28,No
6119-ADEBJ,Female,0,Yes,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),98.57,898.78,No
6120-CDGEH,Male,0,Yes,Yes,3,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),37.85,127.2,No
6121-DGJJB,Male,0,No,No,72,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,47.3,3431.65,Yes
6122-DBHGI,Female,0,No,Yes,61,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,107.48,6523.5,No
6123-FIFEE,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),58.42,2501.28,No
6124-EFDHF,Female,0,Yes,No,41,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),119.71,4912.67,Yes
6125-FEJDH,Male,0,No,No,23,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.31,1984.28,No
6126-DEGEG,Female,1,No,No,4,No,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),22.75,98.89,No
6127-FFBHC,Male,0,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),57.45,3886.69,No
6128-AFBBJ,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),98.75,4353.72,Yes
6129-CBBJD,Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,55.65,3187.26,No
6130-CCHFI,Female,1,Yes,No,64,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,56.39,3646.33,No
6131-GBAJF,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,53.1,3252.43,No
6132-IEDGE,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,51.59,3407.1,No
6133-GCBHE,Female,1,No,No,48,Yes,Yes,No,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),37.79,1784.1,No
6134-AJJIB,Male,0,Yes,No,31,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),37.33,1119.33,No
6135-CAJIJ,Female,1,Yes,No,49,Yes,Yes,No,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),98.99,4812.73,No
6136-HEEFD,Male,1,Yes,No,57,Yes,Yes,No,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),80.79,4641.62,No
6137-EFEHC,Male,1,Yes,No,51,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.88,2324.46,Yes
6138-GDCDI,Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.83,2137.56,No
6139-EBABI,Male,0,Yes,No,29,No,No,No,No,No,Yes,No,No,No,One year,Yes,Mailed check,78.75,2302.28,No
6140-AGECB,Male,1,No,No,69,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),66.65,4632.02,Yes
6141-GHGGC,Female,0,No,No,70,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.07,5706.84,No
6142-IECCA,Female,0,Yes,No,29,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,49.02,1436.35,No
6143-FGDDC,Female,0,No,No,36,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),93.6,3391.38,Yes
6144-HJGHI,Male,0,No,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),42.09,1989.81,No
6145-IDEFE,Male,0,Yes,Yes,31,Yes,No,No,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),74.79,2351.67,No
6146-AHJCH,Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),104.1,7167.36,No
6147-JGJDG,Male,0,No,No,34,Yes,Yes,No,No,No,No,No,Yes,No,Two year,No,Mailed check,71.32,2398.68,No
6148-CECHI,Female,0,No,No,67,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),69.75,4642.92,Yes
6149-IJCGB,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.08,2616.84,Yes
6150-BIHII,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.02,2874.87,Yes
6151-HDICI,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,118.89,4005.26,No
6152-IEFGE,Male,0,Yes,No,15,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),89.54,1389.55,No
6153-ICGFG,Male,0,Yes,No,51,No,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,52.26,2653.06,Yes
6154-DFHHD,Female,0,No,Yes,65,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.71,5415.56,Yes
6155-CCFJD,Male,0,No,No,5,Yes,No,No,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),107.56,558.24,No
6156-GBJGF,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),103.93,1335.93,No
6157-ABAIF,Male,0,Yes,No,28,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,114.37,3166.57,No
6158-GBFJJ,Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),33.71,876.91,Yes
6159-IJHHF,Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.46,896.98,Yes
6160-EGICB,Female,0,Yes,Yes,3,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,114.38,311.41,Yes
