customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod,MonthlyCharges,TotalCharges,Churn,PredictedChurnProb,PredictedChurn,RiskTier,AtRiskRevenue
6437-IFHIA,Male,0,No,Yes,62,One year,Fiber optic,No,No,Mailed check,96.65,5990.38,No,0.39890771343915116,0,Medium,0.0
6438-BGCAI,Female,1,Yes,No,21,Month-to-month,Fiber optic,No,No,Credit card (automatic),18.97,369.46,No,0.6536443397997214,1,Medium,18.97
6439-ACEBF,Female,0,Yes,No,0,Month-to-month,DSL,No,No,Electronic check,34.05,37.07,No,0.6508059005313297,1,Medium,34.05
6440-DBIJE,Female,0,Yes,No,69,Month-to-month,DSL,No,Yes,Bank transfer (automatic),104.89,7251.96,Yes,0.4135998477384306,0,Medium,0.0
6441-JCBEC,Female,1,No,No,53,Month-to-month,DSL,Yes,Yes,Bank transfer (automatic),112.96,5945.41,No,0.4162466522715705,0,Medium,0.0
6442-ACJAH,Female,0,No,No,13,One year,DSL,No,No,Bank transfer (automatic),93.35,1200.14,No,0.4751052772592444,0,Medium,0.0
6443-BBGAB,Female,0,No,No,52,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic),34.04,1723.92,No,0.4450258027764288,0,Medium,0.0
6444-BFAEE,Male,0,Yes,No,5,Month-to-month,No,Yes,No,Electronic check,77.13,434.13,Yes,0.5911724944848166,1,Medium,77.13
6445-AEHBA,Female,0,No,No,63,Month-to-month,DSL,Yes,Yes,Credit card (automatic),46.54,2964.35,No,0.37027438974822824,0,Medium,0.0
6446-GCCDC,Male,0,Yes,Yes,32,Two year,No,No,Yes,Bank transfer (automatic),75.31,2395.21,No,0.25526199847742814,0,Low,0.0
6447-EGFIJ,Female,0,Yes,Yes,71,Two year,Fiber optic,Yes,No,Electronic check,38.9,2750.33,No,0.2728645263457412,0,Low,0.0
6448-GAADC,Male,0,No,Yes,43,Month-to-month,DSL,No,No,Electronic check,32.0,1362.95,No,0.642999921259329,1,Medium,32.0
6449-IBIHI,Female,0,No,No,33,Month-to-month,DSL,No,No,Electronic check,37.65,1258.2,Yes,0.6532821739177843,1,Medium,37.65
6450-CAHBE,Female,0,No,No,33,Two year,Fiber optic,Yes,No,Electronic check,109.08,3584.46,No,0.5190169440896995,1,Medium,109.08
6451-BACJC,Male,1,No,Yes,23,One year,Fiber optic,No,Yes,Electronic check,23.91,521.17,Yes,0.4729539408541702,0,Medium,0.0
6452-IJAAI,Female,0,Yes,No,1,Two year,DSL,Yes,No,Mailed check,21.56,0.0,No,0.3148046571108035,0,Low,0.0
6453-FIJEB,Female,1,No,Yes,7,Month-to-month,DSL,No,No,Electronic check,37.44,291.64,No,0.6844850768335801,1,High,37.44
6454-ECBIH,Female,0,No,No,24,Month-to-month,No,Yes,Yes,Electronic check,75.85,1780.69,Yes,0.5392293521423694,1,Medium,75.85
6455-DIDHG,Male,0,Yes,No,31,Two year,DSL,No,No,Electronic check,27.09,832.8,No,0.36679341795613557,0,Medium,0.0
6456-IDBAA,Female,0,No,No,55,Month-to-month,No,No,Yes,Mailed check,70.98,3893.48,No,0.41906498517116947,0,Medium,0.0
6457-JGBHE,Male,0,No,Yes,6,Month-to-month,DSL,No,No,Mailed check,91.44,554.34,Yes,0.7149370312385135,1,High,91.44
6458-BDFCH,Female,0,Yes,No,47,Month-to-month,Fiber optic,No,No,Credit card (automatic),73.09,3391.3,Yes,0.5984711836068846,1,Medium,73.09
6459-FGJAE,Female,0,Yes,No,53,Month-to-month,Fiber optic,Yes,Yes,Credit card (automatic),96.22,5053.02,Yes,0.5068173511940892,1,Medium,96.22
6460-CDEAB,Male,0,Yes,No,62,One year,Fiber optic,No,Yes,Electronic check,71.02,4422.7,No,0.3482401093167278,0,Medium,0.0
6461-DFJHF,Female,0,No,Yes,72,One year,DSL,No,Yes,Bank transfer (automatic),27.27,1965.75,No,0.1740425803507938,0,Low,0.0
6462-BHDGE,Female,1,No,Yes,1,Month-to-month,DSL,Yes,No,Electronic check,86.27,48.4,Yes,0.7646019762981661,1,High,86.27
6463-JGDGG,Male,0,No,No,34,Two year,Fiber optic,No,Yes,Credit card (automatic),51.4,1736.11,No,0.4245753254739289,0,Medium,0.0
6464-IHHGD,Female,0,Yes,No,21,Month-to-month,DSL,No,No,Bank transfer (automatic),71.04,1494.24,No,0.592111473968901,1,Medium,71.04
6465-GADEI,Male,0,No,No,63,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),119.47,7511.93,No,0.5271050096101412,1,Medium,119.47
6466-JGAGF,Male,0,No,No,58,Month-to-month,No,Yes,No,Credit card (automatic),46.02,2630.56,No,0.31130687350187647,0,Low,0.0
6467-BEAFF,Male,0,Yes,No,48,Two year,No,Yes,Yes,Electronic check,101.75,4849.05,No,0.21105775718855943,0,Low,0.0
6468-CICDH,Female,0,No,No,51,Month-to-month,DSL,No,Yes,Credit card (automatic),75.56,3828.09,Yes,0.5012226809654861,1,Medium,75.56
6469-HAAFD,Male,0,No,Yes,20,Two year,Fiber optic,No,Yes,Bank transfer (automatic),111.4,2178.12,No,0.5106127639800335,1,Medium,111.4
6470-GGAEI,Male,1,Yes,Yes,11,Month-to-month,Fiber optic,Yes,No,Mailed check,110.88,1242.55,Yes,0.7118946871854754,1,High,110.88
6471-AFCHI,Female,0,Yes,No,10,Month-to-month,DSL,Yes,Yes,Electronic check,90.87,927.36,No,0.6263306268225709,1,Medium,90.87
6472-JBEDJ,Male,1,No,Yes,53,Two year,Fiber optic,No,No,Credit card (automatic),49.06,2638.3,No,0.41561836140289543,0,Medium,0.0
6473-CIHBA,Female,0,No,No,69,One year,DSL,Yes,Yes,Credit card (automatic),115.01,7897.13,No,0.2026291315425626,0,Low,0.0
6474-AAEDH,Female,0,No,No,13,Month-to-month,Fiber optic,No,No,Credit card (automatic),103.21,1353.3,Yes,0.7220027680969273,1,High,103.21
6475-JIJEC,Female,0,No,No,32,Two year,No,No,No,Mailed check,116.6,3753.4,No,0.3564998433968897,0,Medium,0.0
6476-EICEE,Female,0,Yes,No,25,Month-to-month,No,Yes,No,Mailed check,116.94,2934.22,No,0.4733488452585237,0,Medium,0.0
6477-AJIDE,Male,0,Yes,No,13,Two year,Fiber optic,No,No,Electronic check,62.9,803.28,No,0.5716722493405004,1,Medium,62.9
6478-JBBIA,Male,0,No,Yes,47,One year,Fiber optic,No,No,Electronic check,27.98,1297.67,No,0.4550118565456605,0,Medium,0.0
6479-JBBHH,Male,0,Yes,No,64,Month-to-month,No,No,No,Electronic check,69.59,4417.6,No,0.4820226893030425,0,Medium,0.0
6480-IFAEJ,Male,0,No,No,45,One year,Fiber optic,No,No,Credit card (automatic),30.4,1415.14,No,0.382956273843946,0,Medium,0.0
6481-FIADC,Male,1,Yes,No,54,Two year,Fiber optic,No,Yes,Mailed check,68.03,3634.72,No,0.3209808566805012,0,Low,0.0
6482-FBICB,Female,0,Yes,Yes,67,One year,No,No,Yes,Electronic check,73.99,4975.58,No,0.23273288314646334,0,Low,0.0
6483-EIFFC,Male,1,Yes,No,11,Month-to-month,DSL,No,No,Mailed check,76.85,883.89,No,0.6634990671906448,1,High,76.85
6484-EACBB,Male,0,Yes,No,53,Month-to-month,DSL,No,No,Bank transfer (automatic),18.92,1042.78,No,0.4481767970540112,0,Medium,0.0
6485-HEJIJ,Male,1,No,No,63,Two year,No,No,No,Electronic check,105.35,6679.49,No,0.3356753602442131,0,Medium,0.0
6486-GCAGC,Female,0,Yes,Yes,46,Two year,No,No,No,Mailed check,64.75,2994.48,Yes,0.28612881196789014,0,Low,0.0
6487-BBAEE,Female,0,No,No,36,One year,DSL,Yes,No,Electronic check,90.18,3209.53,No,0.3142791085664322,0,Low,0.0
6488-HJGEF,Male,0,No,No,40,One year,Fiber optic,Yes,No,Mailed check,29.21,1170.4,No,0.28020506337152984,0,Low,0.0
6489-ICJID,Female,0,No,No,26,Month-to-month,Fiber optic,No,No,Mailed check,94.0,2437.84,No,0.7462711223226329,1,High,94.0
6490-CAFGA,Male,0,Yes,No,41,Two year,Fiber optic,No,No,Credit card (automatic),63.02,2600.99,Yes,0.41470205025716994,0,Medium,0.0
6491-AEFHC,Male,0,No,No,67,Month-to-month,DSL,No,Yes,Bank transfer (automatic),93.56,6264.37,Yes,0.4673018457045819,0,Medium,0.0
6492-FCCAI,Female,0,Yes,No,28,One year,No,No,No,Electronic check,112.41,3179.7,No,0.43746287441374077,0,Medium,0.0
6493-DEDDI,Female,0,No,No,35,Month-to-month,No,No,Yes,Mailed check,92.55,3230.45,No,0.5463693544258241,1,Medium,92.55
6494-FCGHD,Male,0,No,No,56,Month-to-month,Fiber optic,No,Yes,Electronic check,80.72,4545.7,No,0.5993472013278356,1,Medium,80.72
6495-GECJG,Male,0,Yes,No,11,One year,No,Yes,No,Mailed check,90.07,1035.92,No,0.3468594771382154,0,Medium,0.0
6496-ECHGB,Female,0,No,No,44,One year,No,Yes,No,Bank transfer (automatic),93.5,4136.69,No,0.19189002578803063,0,Low,0.0
6497-DFBHF,Male,1,Yes,No,19,Two year,Fiber optic,No,No,Mailed check,69.2,1341.08,No,0.4878527760612288,0,Medium,0.0
6498-ACIIJ,Female,0,Yes,No,44,Month-to-month,No,No,No,Mailed check,103.25,4564.09,No,0.5216256980977477,1,Medium,103.25
6499-EEGDH,Male,0,No,Yes,22,Month-to-month,No,No,Yes,Electronic check,74.56,1674.37,No,0.6587872929669977,1,Medium,74.56
6500-HGJDA,Female,1,Yes,Yes,61,Two year,DSL,No,No,Bank transfer (automatic),82.54,5014.11,No,0.23937728100724878,0,Low,0.0
6501-CAGAH,Male,0,No,No,33,Month-to-month,DSL,No,No,Mailed check,61.19,2068.48,No,0.5323555526880588,1,Medium,61.19
6502-EEAAB,Male,0,No,Yes,20,One year,DSL,No,No,Electronic check,115.2,2333.58,Yes,0.47952805907173907,0,Medium,0.0
6503-CAAAB,Female,0,Yes,No,50,Two year,Fiber optic,No,Yes,Mailed check,70.54,3552.79,No,0.32149873996696593,0,Low,0.0
6504-HAHFE,Male,0,Yes,No,8,Two year,DSL,Yes,No,Electronic check,39.75,276.95,No,0.328896211346318,0,Low,0.0
6505-IAAJD,Male,0,Yes,No,9,Month-to-month,DSL,No,No,Bank transfer (automatic),50.49,437.72,No,0.5720638730680582,1,Medium,50.49
6506-IDIII,Female,0,Yes,Yes,51,One year,No,No,No,Credit card (automatic),33.07,1661.91,No,0.23957494694427584,0,Low,0.0
6507-BCAFF,Male,0,Yes,Yes,44,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),30.76,1314.63,Yes,0.589163236403463,1,Medium,30.76
6508-HAIIF,Male,0,No,No,51,Month-to-month,No,No,No,Electronic check,112.99,5803.89,Yes,0.5502917330176429,1,Medium,112.99
6509-ICDJD,Male,0,No,No,29,Month-to-month,No,Yes,No,Bank transfer (automatic),85.83,2500.08,No,0.4470695463102408,0,Medium,0.0
6510-EACJB,Female,1,No,No,63,Two year,Fiber optic,No,No,Electronic check,18.06,1177.47,No,0.341436832019352,0,Medium,0.0
6511-FEJHG,Female,0,Yes,No,1,Month-to-month,Fiber optic,Yes,No,Electronic check,100.87,104.11,No,0.7780853131367644,1,High,100.87
6512-ADHAB,Female,1,No,Yes,48,One year,DSL,No,No,Bank transfer (automatic),72.14,3503.79,No,0.29097897551900254,0,Low,0.0
6513-CJICI,Male,1,No,Yes,44,One year,Fiber optic,No,No,Credit card (automatic),29.17,1326.09,Yes,0.3212956400317591,0,Low,0.0
6514-ACHFA,Male,0,Yes,No,16,Month-to-month,DSL,No,No,Bank transfer (automatic),64.24,1043.08,Yes,0.6249182478384685,1,Medium,64.24
6515-GGJIH,Male,0,Yes,No,27,Month-to-month,DSL,No,Yes,Electronic check,55.31,1493.47,No,0.6103196444094829,1,Medium,55.31
6516-GHBID,Male,0,Yes,No,44,Two year,DSL,No,No,Credit card (automatic),50.67,2201.64,Yes,0.2568657237235217,0,Low,0.0
6517-ADIGA,Female,1,No,Yes,16,Month-to-month,Fiber optic,No,No,Electronic check,65.24,1085.25,Yes,0.8114356458058049,1,High,65.24
6518-JGIEB,Male,0,No,Yes,58,One year,No,Yes,No,Credit card (automatic),83.34,4861.69,No,0.1946567428704718,0,Low,0.0
6519-AHHCA,Male,1,No,No,13,Month-to-month,DSL,Yes,No,Bank transfer (automatic),72.75,929.3,No,0.5283096733205568,1,Medium,72.75
6520-FJFAF,Male,0,No,No,9,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),46.75,437.48,No,0.7430258591711931,1,High,46.75
6521-DGAGD,Female,0,No,Yes,17,Month-to-month,Fiber optic,No,No,Electronic check,91.8,1571.71,No,0.776841462443155,1,High,91.8
6522-EJHBE,Male,0,Yes,No,34,Month-to-month,Fiber optic,No,No,Credit card (automatic),118.85,4001.66,No,0.7260235550791266,1,High,118.85
6523-HHGHF,Male,0,No,Yes,47,Month-to-month,No,No,No,Electronic check,116.53,5520.02,No,0.6365920965709505,1,Medium,116.53
6524-BEJBC,Male,0,No,No,57,One year,DSL,No,No,Credit card (automatic),119.66,6771.21,No,0.31200848373356016,0,Low,0.0
6525-GIBJG,Male,0,Yes,Yes,17,Month-to-month,DSL,Yes,No,Electronic check,67.7,1183.71,No,0.5515755376146079,1,Medium,67.7
6526-FEJJH,Male,0,No,No,51,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),22.42,1144.56,No,0.5118080044174509,1,Medium,22.42
6527-EJEFI,Female,0,Yes,Yes,29,Month-to-month,Fiber optic,No,No,Mailed check,92.3,2709.27,Yes,0.7115183478422399,1,High,92.3
6528-JEACG,Male,1,Yes,Yes,36,One year,DSL,No,Yes,Electronic check,85.69,3090.41,No,0.3009434358633259,0,Low,0.0
6529-GJCCD,Male,1,No,No,39,Month-to-month,DSL,No,No,Mailed check,116.63,4513.9,Yes,0.5753640325746331,1,Medium,116.63
6530-CCHAJ,Male,0,No,No,5,Month-to-month,No,No,Yes,Bank transfer (automatic),55.84,276.57,Yes,0.5798196004976609,1,Medium,55.84
6531-JABGF,Male,0,Yes,No,34,One year,DSL,No,No,Mailed check,119.4,4097.48,No,0.32924325514937514,0,Low,0.0
6532-GBJFE,Male,0,No,Yes,25,One year,Fiber optic,No,No,Credit card (automatic),24.7,590.46,No,0.40186075560147616,0,Medium,0.0
6533-AJBHH,Male,0,No,No,29,Month-to-month,No,Yes,No,Mailed check,54.62,1545.96,Yes,0.42958882141557514,0,Medium,0.0
6534-GCABH,Male,0,No,No,23,Two year,Fiber optic,No,Yes,Electronic check,93.5,2141.95,No,0.4855860427173728,0,Medium,0.0
6535-IFDDJ,Male,0,Yes,No,54,Month-to-month,Fiber optic,Yes,No,Mailed check,80.75,4391.6,No,0.5149805496673127,1,Medium,80.75
6536-FAFBE,Male,0,Yes,Yes,8,Month-to-month,Fiber optic,Yes,No,Credit card (automatic),38.99,332.47,No,0.6526644415522428,1,Medium,38.99
6537-JIIAD,Male,1,Yes,Yes,61,Two year,Fiber optic,No,No,Bank transfer (automatic),54.44,3370.51,Yes,0.34462761628507516,0,Medium,0.0
6538-FJHDJ,Female,0,Yes,No,17,Month-to-month,Fiber optic,No,Yes,Credit card (automatic),34.55,625.38,No,0.6192790096738601,1,Medium,34.55
6539-JFEGD,Female,0,Yes,No,50,Month-to-month,No,No,Yes,Electronic check,119.44,5939.14,No,0.518534635775863,1,Medium,119.44
6540-JGBFC,Female,0,No,No,18,Two year,Fiber optic,No,No,Credit card (automatic),70.47,1297.25,Yes,0.5560411429669169,1,Medium,70.47
6541-GHAAF,Female,0,Yes,No,68,Month-to-month,No,No,No,Mailed check,106.46,7261.09,No,0.4114365234300319,0,Medium,0.0
6542-JJECG,Male,0,Yes,No,32,Month-to-month,DSL,No,No,Mailed check,58.18,1831.31,No,0.5731550447842405,1,Medium,58.18
6543-EBAGD,Female,0,Yes,No,37,Two year,DSL,No,No,Credit card (automatic),42.9,1615.33,No,0.29443568931206626,0,Low,0.0
6544-IBGEB,Female,0,Yes,No,12,Month-to-month,Fiber optic,Yes,No,Mailed check,67.77,787.5,Yes,0.6743924015507267,1,High,67.77
6545-EBHHE,Male,1,Yes,No,48,Month-to-month,DSL,No,No,Mailed check,96.48,4626.59,Yes,0.5042762453746952,1,Medium,96.48
6546-FJECE,Female,0,Yes,Yes,72,Month-to-month,No,Yes,No,Electronic check,110.83,7957.5,No,0.448175751241917,0,Medium,0.0
6547-JADHC,Female,1,No,Yes,52,One year,Fiber optic,No,Yes,Electronic check,37.67,1953.96,No,0.4139623916575926,0,Medium,0.0
6548-DFEFF,Male,0,Yes,Yes,0,Month-to-month,Fiber optic,No,No,Electronic check,31.05,0.0,No,0.8077582631668219,1,High,31.05
6549-JBAJD,Male,1,No,No,11,Two year,Fiber optic,Yes,No,Bank transfer (automatic),34.43,394.64,No,0.3718255426414888,0,Medium,0.0
6550-CAJFC,Male,0,No,No,23,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),48.95,1156.06,Yes,0.6843932764823739,1,High,48.95
6551-GIIBI,Female,0,Yes,No,0,One year,Fiber optic,Yes,No,Electronic check,79.07,0.0,No,0.5491659838685836,1,Medium,79.07
6552-GDJDG,Female,0,Yes,No,67,Month-to-month,Fiber optic,No,No,Credit card (automatic),93.24,6237.34,No,0.5702927141534859,1,Medium,93.24
6553-JDJED,Male,0,Yes,No,6,Month-to-month,Fiber optic,No,No,Credit card (automatic),55.2,295.74,Yes,0.721472271370758,1,High,55.2
6554-FDHCA,Male,0,Yes,Yes,68,Two year,No,No,No,Credit card (automatic),111.74,7550.26,No,0.22216980355915153,0,Low,0.0
6555-BAIDE,Female,0,Yes,No,38,Month-to-month,No,Yes,No,Electronic check,64.96,2516.8,No,0.47510066757428127,0,Medium,0.0
6556-FEEIF,Male,0,No,No,31,One year,DSL,Yes,No,Bank transfer (automatic),67.81,2119.48,Yes,0.2689971706447388,0,Low,0.0
6557-BIEIF,Female,0,Yes,Yes,48,Month-to-month,No,No,No,Mailed check,108.4,5198.43,No,0.5231411584664559,1,Medium,108.4
6558-AIHAG,Male,1,No,Yes,30,Two year,No,No,Yes,Credit card (automatic),24.37,724.2,No,0.2962024513337464,0,Low,0.0
6559-ECBIG,Male,0,Yes,Yes,2,Month-to-month,Fiber optic,No,No,Electronic check,80.09,194.27,No,0.8339710214075283,1,High,80.09
6560-BEAII,Female,0,No,No,46,One year,Fiber optic,No,No,Electronic check,75.14,3463.51,Yes,0.5111149665363209,1,Medium,75.14
6561-FBEFI,Male,0,No,Yes,14,Two year,Fiber optic,Yes,No,Mailed check,58.9,849.5,No,0.4697867875862929,0,Medium,0.0
6562-AHBCA,Male,0,Yes,No,50,Month-to-month,DSL,Yes,No,Bank transfer (automatic),62.05,3144.54,No,0.4099852810181863,0,Medium,0.0
6563-GDGIC,Male,0,Yes,No,20,Month-to-month,DSL,No,No,Bank transfer (automatic),88.28,1803.96,Yes,0.6199925244147678,1,Medium,88.28
6564-CJFHH,Female,0,No,No,40,One year,No,Yes,No,Electronic check,76.04,3001.1,No,0.2825874739454802,0,Low,0.0
6565-EFDAD,Male,0,No,No,2,Month-to-month,Fiber optic,No,No,Mailed check,84.86,168.32,Yes,0.7339421159254215,1,High,84.86
6566-BEIFJ,Male,0,Yes,No,0,Two year,DSL,No,No,Bank transfer (automatic),62.9,13.35,Yes,0.44374177842287144,0,Medium,0.0
6567-FEJJD,Male,0,Yes,Yes,20,Month-to-month,Fiber optic,Yes,Yes,Mailed check,59.06,1177.52,No,0.6167156942731485,1,Medium,59.06
6568-JIAIJ,Male,0,Yes,Yes,20,Month-to-month,DSL,Yes,No,Mailed check,70.96,1398.22,No,0.5946782733285166,1,Medium,70.96
6569-JFFFI,Male,0,Yes,Yes,48,Month-to-month,No,No,No,Electronic check,61.44,2990.76,No,0.5075404407408303,1,Medium,61.44
6570-FFCBB,Male,0,No,No,64,Month-to-month,Fiber optic,No,No,Mailed check,104.21,6709.3,Yes,0.5601765628183588,1,Medium,104.21
6571-JADAG,Female,0,No,No,40,Month-to-month,Fiber optic,No,Yes,Mailed check,106.97,4312.99,Yes,0.6145871661836302,1,Medium,106.97
6572-ACEBG,Female,1,Yes,No,66,Month-to-month,DSL,Yes,No,Mailed check,25.53,1728.32,Yes,0.35235249253908746,0,Medium,0.0
6573-HFBHE,Male,1,Yes,No,41,Month-to-month,No,No,No,Credit card (automatic),24.03,1009.53,No,0.4859980585711374,0,Medium,0.0
6574-HEFEG,Female,0,Yes,Yes,68,Month-to-month,No,Yes,No,Mailed check,47.46,3216.26,No,0.3336099038143103,0,Medium,0.0
6575-EEJDI,Female,0,No,No,56,Month-to-month,No,No,No,Mailed check,26.78,1499.45,No,0.39487307458774235,0,Medium,0.0
6576-IAIGB,Male,0,No,Yes,42,Month-to-month,Fiber optic,No,No,Electronic check,73.06,3100.92,No,0.7492445984868401,1,High,73.06
6577-JBGDF,Female,0,Yes,Yes,11,Month-to-month,No,Yes,No,Bank transfer (automatic),20.17,262.93,No,0.4492425129950285,0,Medium,0.0
6578-HIFEC,Female,0,Yes,No,63,Month-to-month,DSL,Yes,Yes,Bank transfer (automatic),98.06,6194.83,Yes,0.3382490010146526,0,Medium,0.0
6579-BIAJF,Female,0,No,No,50,One year,DSL,No,No,Mailed check,84.2,4218.11,No,0.3489620200956532,0,Medium,0.0
6580-CGIFI,Female,0,Yes,Yes,72,Month-to-month,Fiber optic,Yes,Yes,Electronic check,39.6,2890.48,No,0.45036382622720855,0,Medium,0.0
6581-AIGII,Female,0,Yes,No,59,Two year,DSL,No,Yes,Electronic check,51.61,3069.99,No,0.26665023302167534,0,Low,0.0
6582-JDECC,Female,0,Yes,No,70,Month-to-month,DSL,No,No,Mailed check,49.17,3483.22,Yes,0.4094293327489155,0,Medium,0.0
6583-GIAJH,Female,0,Yes,Yes,27,Month-to-month,Fiber optic,No,No,Mailed check,112.1,3065.0,Yes,0.6976806775463402,1,High,112.1
6584-DIJFJ,Female,0,Yes,Yes,70,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),108.48,7576.48,No,0.48579512168117034,0,Medium,0.0
6585-GAEBH,Male,0,No,No,13,Month-to-month,No,No,No,Bank transfer (automatic),75.56,945.37,No,0.5561432166692497,1,Medium,75.56
6586-EJAHI,Male,0,No,No,31,Two year,DSL,No,Yes,Bank transfer (automatic),55.13,1729.25,No,0.30584365316623596,0,Low,0.0
6587-JGBEE,Female,0,Yes,No,7,Month-to-month,No,Yes,No,Mailed check,65.1,499.08,No,0.5416891028125924,1,Medium,65.1
6588-ECBBG,Female,0,Yes,Yes,26,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),75.93,2015.13,No,0.6390954846347735,1,Medium,75.93
6589-BEDJG,Male,0,No,No,49,Month-to-month,Fiber optic,Yes,Yes,Electronic check,68.24,3385.76,No,0.5923057693776334,1,Medium,68.24
6590-BBHBJ,Female,0,Yes,No,58,Two year,DSL,Yes,Yes,Credit card (automatic),24.38,1451.15,No,0.18090048118848323,0,Low,0.0
6591-GAECF,Female,0,Yes,No,56,One year,Fiber optic,No,No,Credit card (automatic),65.2,3645.03,No,0.3374629607927941,0,Medium,0.0
6592-GGJFI,Male,0,Yes,Yes,2,Month-to-month,No,No,Yes,Credit card (automatic),111.85,267.36,Yes,0.653616535566233,1,Medium,111.85
6593-CDJEJ,Male,0,No,No,26,Two year,Fiber optic,Yes,No,Electronic check,59.67,1565.13,No,0.4271785674205353,0,Medium,0.0
6594-DJAAB,Male,0,Yes,No,33,Two year,DSL,No,No,Credit card (automatic),89.51,2986.86,No,0.3766427713806386,0,Medium,0.0
6595-IEBFH,Female,0,Yes,No,25,Month-to-month,Fiber optic,Yes,No,Mailed check,119.7,2972.41,No,0.6221774350505571,1,Medium,119.7
6596-DIHGE,Female,1,Yes,No,39,Month-to-month,Fiber optic,No,No,Mailed check,74.35,2899.65,Yes,0.6590179182084774,1,Medium,74.35
6597-JEFGC,Male,1,Yes,No,31,Month-to-month,DSL,Yes,No,Credit card (automatic),67.31,2048.36,Yes,0.4305213088773458,0,Medium,0.0
6598-GHEGF,Male,0,No,No,40,One year,No,Yes,No,Credit card (automatic),45.51,1785.82,No,0.22582378264251193,0,Low,0.0
6599-HDEFI,Female,1,No,No,1,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic),41.38,72.1,Yes,0.6638057696938741,1,High,41.38
6600-FEJIH,Male,0,Yes,No,71,Two year,Fiber optic,No,No,Electronic check,74.68,5346.67,No,0.4051758678516973,0,Medium,0.0
6601-EFHDG,Female,0,Yes,No,6,Month-to-month,DSL,No,No,Bank transfer (automatic),86.97,524.59,No,0.6650253860337055,1,High,86.97
6602-DICCD,Female,0,No,No,18,Two year,DSL,No,No,Electronic check,61.64,1108.1,No,0.43870648446880817,0,Medium,0.0
6603-IBIDA,Male,1,Yes,No,32,One year,No,No,No,Bank transfer (automatic),18.18,625.98,No,0.2786246153891051,0,Low,0.0
6604-AHEAJ,Male,0,No,Yes,1,Two year,DSL,Yes,No,Mailed check,75.14,108.26,Yes,0.42002191183470994,0,Medium,0.0
6605-EBDDC,Female,0,No,No,66,Month-to-month,Fiber optic,Yes,No,Electronic check,76.3,5004.07,No,0.6162347827592457,1,Medium,76.3
6606-EFABF,Male,0,Yes,Yes,14,Two year,Fiber optic,Yes,No,Credit card (automatic),25.46,310.62,No,0.3875247024796326,0,Medium,0.0
6607-GEGBC,Male,0,No,No,20,One year,DSL,No,No,Electronic check,28.36,612.22,Yes,0.44743815357371225,0,Medium,0.0
6608-IADGH,Male,0,Yes,Yes,58,One year,Fiber optic,Yes,Yes,Electronic check,49.07,2850.1,No,0.3015391269067407,0,Low,0.0
6609-FJCAE,Male,0,Yes,No,38,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic),79.0,3016.64,No,0.5472683158339121,1,Medium,79.0
6610-BJICJ,Female,0,No,No,19,Two year,No,No,No,Credit card (automatic),36.02,687.47,No,0.37964039419857176,0,Medium,0.0
6611-AFACD,Female,0,No,Yes,0,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic),53.12,23.86,No,0.6919330152105276,1,High,53.12
6612-JHIIJ,Female,0,No,No,72,Two year,No,Yes,Yes,Credit card (automatic),33.01,2416.47,No,0.14931637494679814,0,Low,0.0
6613-JJGEE,Female,0,No,Yes,8,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic),52.23,467.22,No,0.6878256457666311,1,High,52.23
6614-EDBDE,Male,0,Yes,No,50,Two year,DSL,No,No,Credit card (automatic),92.3,4601.36,No,0.2899081748696853,0,Low,0.0
6615-ACBCJ,Male,0,Yes,No,37,Two year,DSL,Yes,Yes,Electronic check,56.1,2077.65,No,0.21676003931825635,0,Low,0.0
6616-CGFFD,Female,0,Yes,No,14,Month-to-month,No,No,Yes,Mailed check,101.38,1457.67,No,0.5742519593569465,1,Medium,101.38
6617-DIGEC,Female,0,No,No,40,Month-to-month,Fiber optic,No,No,Credit card (automatic),112.6,4497.57,Yes,0.7256344034417713,1,High,112.6
6618-FCJBB,Male,0,Yes,No,46,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),49.34,2255.54,Yes,0.5957302210427391,1,Medium,49.34
6619-FJJIF,Female,0,Yes,No,25,Month-to-month,No,No,Yes,Electronic check,81.4,2081.89,No,0.6184962436128237,1,Medium,81.4
6620-FBGGC,Female,1,No,No,53,One year,DSL,Yes,No,Bank transfer (automatic),44.77,2396.0,No,0.2335659864474256,0,Low,0.0
6621-FJBGE,Male,1,Yes,No,69,Month-to-month,Fiber optic,No,Yes,Electronic check,76.03,5246.77,No,0.5291835403596188,1,Medium,76.03
